,Mkt-RF,SMB,HML,RF,Book to Market Ratio,Treasury Bill,AAA Yields,BAA Yields,Long Term Yield,Net Equity Expansion,Risk-Free Rate,Inflation,Long Term Rate of Returns,corpr,Stock Variance,Cross-Sectional Premium,CRSP Value Weighted Return,CRSP Value Weighted Return Excluding Dividends
20110728,-0.31,0.14,-0.12,0,0.359418903,0.0004,0.0493,0.0576,0.0378,0.012368431,3.33333E-05,0.000886046,0.0422,0.0473,0.001830759,,-0.019828,-0.020982
20110729,-0.56,0.23,0.12,0,0.359418903,0.0004,0.0493,0.0576,0.0378,0.012368431,3.33333E-05,0.000886046,0.0422,0.0473,0.001830759,,-0.019828,-0.020982
20110801,-0.4,-0.18,0.21,0,0.375812522,0.0002,0.0437,0.0536,0.0315,0.012766928,1.66667E-05,0.002757589,0.0862,0.024,0.019222199,,-0.054322,-0.056734
20110802,-2.68,-0.49,0.15,0,0.375812522,0.0002,0.0437,0.0536,0.0315,0.012766928,1.66667E-05,0.002757589,0.0862,0.024,0.019222199,,-0.054322,-0.056734
20110803,0.58,0.28,-0.33,0,0.375812522,0.0002,0.0437,0.0536,0.0315,0.012766928,1.66667E-05,0.002757589,0.0862,0.024,0.019222199,,-0.054322,-0.056734
20110804,-5.04,-0.83,0.32,0,0.375812522,0.0002,0.0437,0.0536,0.0315,0.012766928,1.66667E-05,0.002757589,0.0862,0.024,0.019222199,,-0.054322,-0.056734
20110805,-0.36,-1.23,-0.46,0,0.375812522,0.0002,0.0437,0.0536,0.0315,0.012766928,1.66667E-05,0.002757589,0.0862,0.024,0.019222199,,-0.054322,-0.056734
20110808,-6.97,-1.45,-1.55,0,0.375812522,0.0002,0.0437,0.0536,0.0315,0.012766928,1.66667E-05,0.002757589,0.0862,0.024,0.019222199,,-0.054322,-0.056734
20110809,4.97,0.94,0.64,0,0.375812522,0.0002,0.0437,0.0536,0.0315,0.012766928,1.66667E-05,0.002757589,0.0862,0.024,0.019222199,,-0.054322,-0.056734
20110810,-4.3,-0.55,-1.49,0,0.375812522,0.0002,0.0437,0.0536,0.0315,0.012766928,1.66667E-05,0.002757589,0.0862,0.024,0.019222199,,-0.054322,-0.056734
20110811,4.72,0.32,0.59,0,0.375812522,0.0002,0.0437,0.0536,0.0315,0.012766928,1.66667E-05,0.002757589,0.0862,0.024,0.019222199,,-0.054322,-0.056734
20110812,0.54,-0.19,-1.48,0,0.375812522,0.0002,0.0437,0.0536,0.0315,0.012766928,1.66667E-05,0.002757589,0.0862,0.024,0.019222199,,-0.054322,-0.056734
20110815,2.25,0.44,0.98,0,0.375812522,0.0002,0.0437,0.0536,0.0315,0.012766928,1.66667E-05,0.002757589,0.0862,0.024,0.019222199,,-0.054322,-0.056734
20110816,-1.07,-0.79,-0.09,0,0.375812522,0.0002,0.0437,0.0536,0.0315,0.012766928,1.66667E-05,0.002757589,0.0862,0.024,0.019222199,,-0.054322,-0.056734
20110817,-0.01,-0.33,0.7,0,0.375812522,0.0002,0.0437,0.0536,0.0315,0.012766928,1.66667E-05,0.002757589,0.0862,0.024,0.019222199,,-0.054322,-0.056734
20110818,-4.65,-1.03,0.59,0,0.375812522,0.0002,0.0437,0.0536,0.0315,0.012766928,1.66667E-05,0.002757589,0.0862,0.024,0.019222199,,-0.054322,-0.056734
20110819,-1.55,0.15,-0.37,0,0.375812522,0.0002,0.0437,0.0536,0.0315,0.012766928,1.66667E-05,0.002757589,0.0862,0.024,0.019222199,,-0.054322,-0.056734
20110822,-0.03,0.08,-0.81,0,0.375812522,0.0002,0.0437,0.0536,0.0315,0.012766928,1.66667E-05,0.002757589,0.0862,0.024,0.019222199,,-0.054322,-0.056734
20110823,3.6,1.24,-0.81,0,0.375812522,0.0002,0.0437,0.0536,0.0315,0.012766928,1.66667E-05,0.002757589,0.0862,0.024,0.019222199,,-0.054322,-0.056734
20110824,1.35,-0.15,0.95,0,0.375812522,0.0002,0.0437,0.0536,0.0315,0.012766928,1.66667E-05,0.002757589,0.0862,0.024,0.019222199,,-0.054322,-0.056734
20110825,-1.67,-0.99,0.54,0,0.375812522,0.0002,0.0437,0.0536,0.0315,0.012766928,1.66667E-05,0.002757589,0.0862,0.024,0.019222199,,-0.054322,-0.056734
20110826,1.74,0.91,-1.07,0,0.375812522,0.0002,0.0437,0.0536,0.0315,0.012766928,1.66667E-05,0.002757589,0.0862,0.024,0.019222199,,-0.054322,-0.056734
20110829,3.11,1.56,0.83,0,0.375812522,0.0002,0.0437,0.0536,0.0315,0.012766928,1.66667E-05,0.002757589,0.0862,0.024,0.019222199,,-0.054322,-0.056734
20110830,0.32,0.27,-0.79,0,0.375812522,0.0002,0.0437,0.0536,0.0315,0.012766928,1.66667E-05,0.002757589,0.0862,0.024,0.019222199,,-0.054322,-0.056734
20110831,0.42,-0.73,0.26,0,0.375812522,0.0002,0.0437,0.0536,0.0315,0.012766928,1.66667E-05,0.002757589,0.0862,0.024,0.019222199,,-0.054322,-0.056734
20110901,-1.33,-1.1,-0.76,0,0.399922847,0.0001,0.0409,0.0527,0.0265,0.013092446,8.33333E-06,0.001518462,0.0704,0.0575,0.006915736,,-0.070238,-0.071739
20110902,-2.64,-0.81,-0.66,0,0.399922847,0.0001,0.0409,0.0527,0.0265,0.013092446,8.33333E-06,0.001518462,0.0704,0.0575,0.006915736,,-0.070238,-0.071739
20110906,-0.71,0.5,-0.64,0,0.399922847,0.0001,0.0409,0.0527,0.0265,0.013092446,8.33333E-06,0.001518462,0.0704,0.0575,0.006915736,,-0.070238,-0.071739
20110907,3.06,0.94,0.92,0,0.399922847,0.0001,0.0409,0.0527,0.0265,0.013092446,8.33333E-06,0.001518462,0.0704,0.0575,0.006915736,,-0.070238,-0.071739
20110908,-1.18,-0.76,-0.55,0,0.399922847,0.0001,0.0409,0.0527,0.0265,0.013092446,8.33333E-06,0.001518462,0.0704,0.0575,0.006915736,,-0.070238,-0.071739
20110909,-2.65,-0.18,0.04,0,0.399922847,0.0001,0.0409,0.0527,0.0265,0.013092446,8.33333E-06,0.001518462,0.0704,0.0575,0.006915736,,-0.070238,-0.071739
20110912,0.68,0,0.31,0,0.399922847,0.0001,0.0409,0.0527,0.0265,0.013092446,8.33333E-06,0.001518462,0.0704,0.0575,0.006915736,,-0.070238,-0.071739
20110913,1.12,0.76,-0.4,0,0.399922847,0.0001,0.0409,0.0527,0.0265,0.013092446,8.33333E-06,0.001518462,0.0704,0.0575,0.006915736,,-0.070238,-0.071739
20110914,1.45,0.44,-0.4,0,0.399922847,0.0001,0.0409,0.0527,0.0265,0.013092446,8.33333E-06,0.001518462,0.0704,0.0575,0.006915736,,-0.070238,-0.071739
20110915,1.64,-0.55,0.54,0,0.399922847,0.0001,0.0409,0.0527,0.0265,0.013092446,8.33333E-06,0.001518462,0.0704,0.0575,0.006915736,,-0.070238,-0.071739
20110916,0.47,-0.39,-0.36,0,0.399922847,0.0001,0.0409,0.0527,0.0265,0.013092446,8.33333E-06,0.001518462,0.0704,0.0575,0.006915736,,-0.070238,-0.071739
20110919,-0.99,-0.54,-1.23,0,0.399922847,0.0001,0.0409,0.0527,0.0265,0.013092446,8.33333E-06,0.001518462,0.0704,0.0575,0.006915736,,-0.070238,-0.071739
20110920,-0.45,-1.49,0.25,0,0.399922847,0.0001,0.0409,0.0527,0.0265,0.013092446,8.33333E-06,0.001518462,0.0704,0.0575,0.006915736,,-0.070238,-0.071739
20110921,-2.92,-0.37,-1.22,0,0.399922847,0.0001,0.0409,0.0527,0.0265,0.013092446,8.33333E-06,0.001518462,0.0704,0.0575,0.006915736,,-0.070238,-0.071739
20110922,-3.29,0.11,0.48,0,0.399922847,0.0001,0.0409,0.0527,0.0265,0.013092446,8.33333E-06,0.001518462,0.0704,0.0575,0.006915736,,-0.070238,-0.071739
20110923,0.74,0.65,-0.01,0,0.399922847,0.0001,0.0409,0.0527,0.0265,0.013092446,8.33333E-06,0.001518462,0.0704,0.0575,0.006915736,,-0.070238,-0.071739
20110926,2.28,-0.64,1.24,0,0.399922847,0.0001,0.0409,0.0527,0.0265,0.013092446,8.33333E-06,0.001518462,0.0704,0.0575,0.006915736,,-0.070238,-0.071739
20110927,1.22,1.08,-0.56,0,0.399922847,0.0001,0.0409,0.0527,0.0265,0.013092446,8.33333E-06,0.001518462,0.0704,0.0575,0.006915736,,-0.070238,-0.071739
20110928,-2.29,-1.66,-0.17,0,0.399922847,0.0001,0.0409,0.0527,0.0265,0.013092446,8.33333E-06,0.001518462,0.0704,0.0575,0.006915736,,-0.070238,-0.071739
20110929,0.77,0.59,2.03,0,0.399922847,0.0001,0.0409,0.0527,0.0265,0.013092446,8.33333E-06,0.001518462,0.0704,0.0575,0.006915736,,-0.070238,-0.071739
20110930,-2.5,-0.16,-0.09,0,0.399922847,0.0001,0.0409,0.0527,0.0265,0.013092446,8.33333E-06,0.001518462,0.0704,0.0575,0.006915736,,-0.070238,-0.071739
20111003,-3.18,-1.92,-0.63,0,0.365077905,0.0002,0.0398,0.0537,0.0291,0.00792846,1.66667E-05,-0.002062683,-0.0306,0.0094,0.007400881,,0.109014,0.107554
20111004,2.68,3.6,0.37,0,0.365077905,0.0002,0.0398,0.0537,0.0291,0.00792846,1.66667E-05,-0.002062683,-0.0306,0.0094,0.007400881,,0.109014,0.107554
20111005,1.92,-0.19,-0.45,0,0.365077905,0.0002,0.0398,0.0537,0.0291,0.00792846,1.66667E-05,-0.002062683,-0.0306,0.0094,0.007400881,,0.109014,0.107554
20111006,1.94,0.25,0.51,0,0.365077905,0.0002,0.0398,0.0537,0.0291,0.00792846,1.66667E-05,-0.002062683,-0.0306,0.0094,0.007400881,,0.109014,0.107554
20111007,-0.98,-1.28,-1.35,0,0.365077905,0.0002,0.0398,0.0537,0.0291,0.00792846,1.66667E-05,-0.002062683,-0.0306,0.0094,0.007400881,,0.109014,0.107554
20111010,3.44,0.47,0.6,0,0.365077905,0.0002,0.0398,0.0537,0.0291,0.00792846,1.66667E-05,-0.002062683,-0.0306,0.0094,0.007400881,,0.109014,0.107554
20111011,0.15,0.69,-0.17,0,0.365077905,0.0002,0.0398,0.0537,0.0291,0.00792846,1.66667E-05,-0.002062683,-0.0306,0.0094,0.007400881,,0.109014,0.107554
20111012,1.07,0.5,0.91,0,0.365077905,0.0002,0.0398,0.0537,0.0291,0.00792846,1.66667E-05,-0.002062683,-0.0306,0.0094,0.007400881,,0.109014,0.107554
20111013,-0.21,0.25,-1.22,0,0.365077905,0.0002,0.0398,0.0537,0.0291,0.00792846,1.66667E-05,-0.002062683,-0.0306,0.0094,0.007400881,,0.109014,0.107554
20111014,1.72,0.14,-0.36,0,0.365077905,0.0002,0.0398,0.0537,0.0291,0.00792846,1.66667E-05,-0.002062683,-0.0306,0.0094,0.007400881,,0.109014,0.107554
20111017,-2.06,-1.29,-0.46,0,0.365077905,0.0002,0.0398,0.0537,0.0291,0.00792846,1.66667E-05,-0.002062683,-0.0306,0.0094,0.007400881,,0.109014,0.107554
20111018,2.11,0.63,1.51,0,0.365077905,0.0002,0.0398,0.0537,0.0291,0.00792846,1.66667E-05,-0.002062683,-0.0306,0.0094,0.007400881,,0.109014,0.107554
20111019,-1.38,-0.77,0.37,0,0.365077905,0.0002,0.0398,0.0537,0.0291,0.00792846,1.66667E-05,-0.002062683,-0.0306,0.0094,0.007400881,,0.109014,0.107554
20111020,0.43,-0.3,0.7,0,0.365077905,0.0002,0.0398,0.0537,0.0291,0.00792846,1.66667E-05,-0.002062683,-0.0306,0.0094,0.007400881,,0.109014,0.107554
20111021,1.92,0.15,0.01,0,0.365077905,0.0002,0.0398,0.0537,0.0291,0.00792846,1.66667E-05,-0.002062683,-0.0306,0.0094,0.007400881,,0.109014,0.107554
20111024,1.59,1.76,-0.38,0,0.365077905,0.0002,0.0398,0.0537,0.0291,0.00792846,1.66667E-05,-0.002062683,-0.0306,0.0094,0.007400881,,0.109014,0.107554
20111025,-2.13,-0.89,-0.34,0,0.365077905,0.0002,0.0398,0.0537,0.0291,0.00792846,1.66667E-05,-0.002062683,-0.0306,0.0094,0.007400881,,0.109014,0.107554
20111026,1.12,0.7,0.78,0,0.365077905,0.0002,0.0398,0.0537,0.0291,0.00792846,1.66667E-05,-0.002062683,-0.0306,0.0094,0.007400881,,0.109014,0.107554
20111027,3.54,1.41,0.83,0,0.365077905,0.0002,0.0398,0.0537,0.0291,0.00792846,1.66667E-05,-0.002062683,-0.0306,0.0094,0.007400881,,0.109014,0.107554
20111028,-0.01,-0.55,-0.47,0,0.365077905,0.0002,0.0398,0.0537,0.0291,0.00792846,1.66667E-05,-0.002062683,-0.0306,0.0094,0.007400881,,0.109014,0.107554
20111031,-2.5,0.04,-0.79,0,0.365077905,0.0002,0.0398,0.0537,0.0291,0.00792846,1.66667E-05,-0.002062683,-0.0306,0.0094,0.007400881,,0.109014,0.107554
20111101,-2.86,-0.54,-1.07,0,0.362329898,0.0001,0.0387,0.0514,0.0273,-0.00433557,8.33333E-06,-0.000843561,0.0251,-0.0356,0.007679543,,-0.002727,-0.005552
20111102,1.72,0.78,1,0,0.362329898,0.0001,0.0387,0.0514,0.0273,-0.00433557,8.33333E-06,-0.000843561,0.0251,-0.0356,0.007679543,,-0.002727,-0.005552
20111103,1.97,0.59,-0.12,0,0.362329898,0.0001,0.0387,0.0514,0.0273,-0.00433557,8.33333E-06,-0.000843561,0.0251,-0.0356,0.007679543,,-0.002727,-0.005552
20111104,-0.53,0.03,-0.59,0,0.362329898,0.0001,0.0387,0.0514,0.0273,-0.00433557,8.33333E-06,-0.000843561,0.0251,-0.0356,0.007679543,,-0.002727,-0.005552
20111107,0.48,-0.71,0.39,0,0.362329898,0.0001,0.0387,0.0514,0.0273,-0.00433557,8.33333E-06,-0.000843561,0.0251,-0.0356,0.007679543,,-0.002727,-0.005552
20111108,1.21,0,0.47,0,0.362329898,0.0001,0.0387,0.0514,0.0273,-0.00433557,8.33333E-06,-0.000843561,0.0251,-0.0356,0.007679543,,-0.002727,-0.005552
20111109,-3.78,-0.81,-0.64,0,0.362329898,0.0001,0.0387,0.0514,0.0273,-0.00433557,8.33333E-06,-0.000843561,0.0251,-0.0356,0.007679543,,-0.002727,-0.005552
20111110,0.83,0.05,0.58,0,0.362329898,0.0001,0.0387,0.0514,0.0273,-0.00433557,8.33333E-06,-0.000843561,0.0251,-0.0356,0.007679543,,-0.002727,-0.005552
20111111,1.98,0.48,-0.23,0,0.362329898,0.0001,0.0387,0.0514,0.0273,-0.00433557,8.33333E-06,-0.000843561,0.0251,-0.0356,0.007679543,,-0.002727,-0.005552
20111114,-0.92,-0.47,-0.8,0,0.362329898,0.0001,0.0387,0.0514,0.0273,-0.00433557,8.33333E-06,-0.000843561,0.0251,-0.0356,0.007679543,,-0.002727,-0.005552
20111115,0.56,0.88,-0.26,0,0.362329898,0.0001,0.0387,0.0514,0.0273,-0.00433557,8.33333E-06,-0.000843561,0.0251,-0.0356,0.007679543,,-0.002727,-0.005552
20111116,-1.64,-0.16,-0.18,0,0.362329898,0.0001,0.0387,0.0514,0.0273,-0.00433557,8.33333E-06,-0.000843561,0.0251,-0.0356,0.007679543,,-0.002727,-0.005552
20111117,-1.65,0.18,0.21,0,0.362329898,0.0001,0.0387,0.0514,0.0273,-0.00433557,8.33333E-06,-0.000843561,0.0251,-0.0356,0.007679543,,-0.002727,-0.005552
20111118,-0.07,0.07,0.91,0,0.362329898,0.0001,0.0387,0.0514,0.0273,-0.00433557,8.33333E-06,-0.000843561,0.0251,-0.0356,0.007679543,,-0.002727,-0.005552
20111121,-1.87,-0.49,-0.07,0,0.362329898,0.0001,0.0387,0.0514,0.0273,-0.00433557,8.33333E-06,-0.000843561,0.0251,-0.0356,0.007679543,,-0.002727,-0.005552
20111122,-0.44,-0.26,-0.56,0,0.362329898,0.0001,0.0387,0.0514,0.0273,-0.00433557,8.33333E-06,-0.000843561,0.0251,-0.0356,0.007679543,,-0.002727,-0.005552
20111123,-2.29,-0.7,-0.28,0,0.362329898,0.0001,0.0387,0.0514,0.0273,-0.00433557,8.33333E-06,-0.000843561,0.0251,-0.0356,0.007679543,,-0.002727,-0.005552
20111125,-0.34,-1,0.47,0,0.362329898,0.0001,0.0387,0.0514,0.0273,-0.00433557,8.33333E-06,-0.000843561,0.0251,-0.0356,0.007679543,,-0.002727,-0.005552
20111128,3.1,1.63,-0.7,0,0.362329898,0.0001,0.0387,0.0514,0.0273,-0.00433557,8.33333E-06,-0.000843561,0.0251,-0.0356,0.007679543,,-0.002727,-0.005552
20111129,0.18,-0.49,0.17,0,0.362329898,0.0001,0.0387,0.0514,0.0273,-0.00433557,8.33333E-06,-0.000843561,0.0251,-0.0356,0.007679543,,-0.002727,-0.005552
20111130,4.44,1.05,1.08,0,0.362329898,0.0001,0.0387,0.0514,0.0273,-0.00433557,8.33333E-06,-0.000843561,0.0251,-0.0356,0.007679543,,-0.002727,-0.005552
20111201,-0.22,-0.51,-0.65,0,0.357232541,0.0001,0.0393,0.0525,0.0255,-0.006495091,8.33333E-06,-0.002466516,0.027,0.0512,0.002764065,,0.009427,0.007613
20111202,0.05,0.44,0.64,0,0.357232541,0.0001,0.0393,0.0525,0.0255,-0.006495091,8.33333E-06,-0.002466516,0.027,0.0512,0.002764065,,0.009427,0.007613
20111205,1.09,0.28,0.3,0,0.357232541,0.0001,0.0393,0.0525,0.0255,-0.006495091,8.33333E-06,-0.002466516,0.027,0.0512,0.002764065,,0.009427,0.007613
20111206,0.04,-0.08,0.08,0,0.357232541,0.0001,0.0393,0.0525,0.0255,-0.006495091,8.33333E-06,-0.002466516,0.027,0.0512,0.002764065,,0.009427,0.007613
20111207,0.16,-0.31,0.74,0,0.357232541,0.0001,0.0393,0.0525,0.0255,-0.006495091,8.33333E-06,-0.002466516,0.027,0.0512,0.002764065,,0.009427,0.007613
20111208,-2.23,-0.75,-0.99,0,0.357232541,0.0001,0.0393,0.0525,0.0255,-0.006495091,8.33333E-06,-0.002466516,0.027,0.0512,0.002764065,,0.009427,0.007613
20111209,1.83,1.32,0.06,0,0.357232541,0.0001,0.0393,0.0525,0.0255,-0.006495091,8.33333E-06,-0.002466516,0.027,0.0512,0.002764065,,0.009427,0.007613
20111212,-1.48,0.04,-0.43,0,0.357232541,0.0001,0.0393,0.0525,0.0255,-0.006495091,8.33333E-06,-0.002466516,0.027,0.0512,0.002764065,,0.009427,0.007613
20111213,-1.05,-1.04,0.12,0,0.357232541,0.0001,0.0393,0.0525,0.0255,-0.006495091,8.33333E-06,-0.002466516,0.027,0.0512,0.002764065,,0.009427,0.007613
20111214,-1.21,-0.26,0.92,0,0.357232541,0.0001,0.0393,0.0525,0.0255,-0.006495091,8.33333E-06,-0.002466516,0.027,0.0512,0.002764065,,0.009427,0.007613
20111215,0.4,0.66,0.12,0,0.357232541,0.0001,0.0393,0.0525,0.0255,-0.006495091,8.33333E-06,-0.002466516,0.027,0.0512,0.002764065,,0.009427,0.007613
20111216,0.45,0.23,-0.11,0,0.357232541,0.0001,0.0393,0.0525,0.0255,-0.006495091,8.33333E-06,-0.002466516,0.027,0.0512,0.002764065,,0.009427,0.007613
20111219,-1.31,-0.43,-0.69,0,0.357232541,0.0001,0.0393,0.0525,0.0255,-0.006495091,8.33333E-06,-0.002466516,0.027,0.0512,0.002764065,,0.009427,0.007613
20111220,3.1,0.8,0.3,0,0.357232541,0.0001,0.0393,0.0525,0.0255,-0.006495091,8.33333E-06,-0.002466516,0.027,0.0512,0.002764065,,0.009427,0.007613
20111221,0.2,-0.03,1.31,0,0.357232541,0.0001,0.0393,0.0525,0.0255,-0.006495091,8.33333E-06,-0.002466516,0.027,0.0512,0.002764065,,0.009427,0.007613
20111222,0.83,-0.21,0.69,0,0.357232541,0.0001,0.0393,0.0525,0.0255,-0.006495091,8.33333E-06,-0.002466516,0.027,0.0512,0.002764065,,0.009427,0.007613
20111223,0.84,-0.58,-0.16,0,0.357232541,0.0001,0.0393,0.0525,0.0255,-0.006495091,8.33333E-06,-0.002466516,0.027,0.0512,0.002764065,,0.009427,0.007613
20111227,0.04,0.47,-0.52,0,0.357232541,0.0001,0.0393,0.0525,0.0255,-0.006495091,8.33333E-06,-0.002466516,0.027,0.0512,0.002764065,,0.009427,0.007613
20111228,-1.34,-0.73,-0.03,0,0.357232541,0.0001,0.0393,0.0525,0.0255,-0.006495091,8.33333E-06,-0.002466516,0.027,0.0512,0.002764065,,0.009427,0.007613
20111229,1.1,0.19,0.24,0,0.357232541,0.0001,0.0393,0.0525,0.0255,-0.006495091,8.33333E-06,-0.002466516,0.027,0.0512,0.002764065,,0.009427,0.007613
20111230,-0.4,-0.07,-0.14,0,0.357232541,0.0001,0.0393,0.0525,0.0255,-0.006495091,8.33333E-06,-0.002466516,0.027,0.0512,0.002764065,,0.009427,0.007613
20120103,1.5,-0.15,0.86,0,0.345487303,0.0003,0.0385,0.0523,0.0249,-0.013070136,0.000025,0.004400191,0.0002,0.0194,0.000648156,,0.045205,0.044003
20120104,0,-0.65,0.08,0,0.345487303,0.0003,0.0385,0.0523,0.0249,-0.013070136,0.000025,0.004400191,0.0002,0.0194,0.000648156,,0.045205,0.044003
20120105,0.39,0.18,0.13,0,0.345487303,0.0003,0.0385,0.0523,0.0249,-0.013070136,0.000025,0.004400191,0.0002,0.0194,0.000648156,,0.045205,0.044003
20120106,-0.19,0.01,-0.25,0,0.345487303,0.0003,0.0385,0.0523,0.0249,-0.013070136,0.000025,0.004400191,0.0002,0.0194,0.000648156,,0.045205,0.044003
20120109,0.28,0.22,-0.06,0,0.345487303,0.0003,0.0385,0.0523,0.0249,-0.013070136,0.000025,0.004400191,0.0002,0.0194,0.000648156,,0.045205,0.044003
20120110,0.97,0.41,0.39,0,0.345487303,0.0003,0.0385,0.0523,0.0249,-0.013070136,0.000025,0.004400191,0.0002,0.0194,0.000648156,,0.045205,0.044003
20120111,0.13,0.16,0.36,0,0.345487303,0.0003,0.0385,0.0523,0.0249,-0.013070136,0.000025,0.004400191,0.0002,0.0194,0.000648156,,0.045205,0.044003
20120112,0.31,0.31,0,0,0.345487303,0.0003,0.0385,0.0523,0.0249,-0.013070136,0.000025,0.004400191,0.0002,0.0194,0.000648156,,0.045205,0.044003
20120113,-0.52,-0.26,-0.44,0,0.345487303,0.0003,0.0385,0.0523,0.0249,-0.013070136,0.000025,0.004400191,0.0002,0.0194,0.000648156,,0.045205,0.044003
20120117,0.36,-0.1,-0.73,0,0.345487303,0.0003,0.0385,0.0523,0.0249,-0.013070136,0.000025,0.004400191,0.0002,0.0194,0.000648156,,0.045205,0.044003
20120118,1.22,0.56,0.15,0,0.345487303,0.0003,0.0385,0.0523,0.0249,-0.013070136,0.000025,0.004400191,0.0002,0.0194,0.000648156,,0.045205,0.044003
20120119,0.51,-0.15,-0.22,0,0.345487303,0.0003,0.0385,0.0523,0.0249,-0.013070136,0.000025,0.004400191,0.0002,0.0194,0.000648156,,0.045205,0.044003
20120120,0.03,0.23,0.65,0,0.345487303,0.0003,0.0385,0.0523,0.0249,-0.013070136,0.000025,0.004400191,0.0002,0.0194,0.000648156,,0.045205,0.044003
20120123,0.02,-0.26,0.12,0,0.345487303,0.0003,0.0385,0.0523,0.0249,-0.013070136,0.000025,0.004400191,0.0002,0.0194,0.000648156,,0.045205,0.044003
20120124,0,0.84,-0.4,0,0.345487303,0.0003,0.0385,0.0523,0.0249,-0.013070136,0.000025,0.004400191,0.0002,0.0194,0.000648156,,0.045205,0.044003
20120125,0.91,0.11,-0.73,0,0.345487303,0.0003,0.0385,0.0523,0.0249,-0.013070136,0.000025,0.004400191,0.0002,0.0194,0.000648156,,0.045205,0.044003
20120126,-0.59,0.25,-0.55,0,0.345487303,0.0003,0.0385,0.0523,0.0249,-0.013070136,0.000025,0.004400191,0.0002,0.0194,0.000648156,,0.045205,0.044003
20120127,0.01,0.85,-0.11,0,0.345487303,0.0003,0.0385,0.0523,0.0249,-0.013070136,0.000025,0.004400191,0.0002,0.0194,0.000648156,,0.045205,0.044003
20120130,-0.31,-0.46,-0.29,0,0.345487303,0.0003,0.0385,0.0523,0.0249,-0.013070136,0.000025,0.004400191,0.0002,0.0194,0.000648156,,0.045205,0.044003
20120131,-0.05,-0.05,0.02,0,0.345487303,0.0003,0.0385,0.0523,0.0249,-0.013070136,0.000025,0.004400191,0.0002,0.0194,0.000648156,,0.045205,0.044003
20120201,1.1,1.12,0.35,0,0.336973935,0.0009,0.0385,0.0514,0.0272,-0.014466842,0.000075,0.004402974,-0.0196,0.0057,0.000623691,,0.04334,0.040744
20120202,0.17,0.41,-0.05,0,0.336973935,0.0009,0.0385,0.0514,0.0272,-0.014466842,0.000075,0.004402974,-0.0196,0.0057,0.000623691,,0.04334,0.040744
20120203,1.58,0.6,0.33,0,0.336973935,0.0009,0.0385,0.0514,0.0272,-0.014466842,0.000075,0.004402974,-0.0196,0.0057,0.000623691,,0.04334,0.040744
20120206,-0.05,-0.27,-0.19,0,0.336973935,0.0009,0.0385,0.0514,0.0272,-0.014466842,0.000075,0.004402974,-0.0196,0.0057,0.000623691,,0.04334,0.040744
20120207,0.16,-0.28,-0.1,0,0.336973935,0.0009,0.0385,0.0514,0.0272,-0.014466842,0.000075,0.004402974,-0.0196,0.0057,0.000623691,,0.04334,0.040744
20120208,0.25,-0.13,0.42,0,0.336973935,0.0009,0.0385,0.0514,0.0272,-0.014466842,0.000075,0.004402974,-0.0196,0.0057,0.000623691,,0.04334,0.040744
20120209,0.15,-0.35,-0.38,0,0.336973935,0.0009,0.0385,0.0514,0.0272,-0.014466842,0.000075,0.004402974,-0.0196,0.0057,0.000623691,,0.04334,0.040744
20120210,-0.75,-0.6,-0.1,0,0.336973935,0.0009,0.0385,0.0514,0.0272,-0.014466842,0.000075,0.004402974,-0.0196,0.0057,0.000623691,,0.04334,0.040744
20120213,0.75,0.58,-0.05,0,0.336973935,0.0009,0.0385,0.0514,0.0272,-0.014466842,0.000075,0.004402974,-0.0196,0.0057,0.000623691,,0.04334,0.040744
20120214,-0.09,-0.41,-0.41,0,0.336973935,0.0009,0.0385,0.0514,0.0272,-0.014466842,0.000075,0.004402974,-0.0196,0.0057,0.000623691,,0.04334,0.040744
20120215,-0.5,-0.23,0.1,0,0.336973935,0.0009,0.0385,0.0514,0.0272,-0.014466842,0.000075,0.004402974,-0.0196,0.0057,0.000623691,,0.04334,0.040744
20120216,1.27,0.69,0.28,0,0.336973935,0.0009,0.0385,0.0514,0.0272,-0.014466842,0.000075,0.004402974,-0.0196,0.0057,0.000623691,,0.04334,0.040744
20120217,0.16,-0.29,0.5,0,0.336973935,0.0009,0.0385,0.0514,0.0272,-0.014466842,0.000075,0.004402974,-0.0196,0.0057,0.000623691,,0.04334,0.040744
20120221,-0.05,-0.65,0.35,0,0.336973935,0.0009,0.0385,0.0514,0.0272,-0.014466842,0.000075,0.004402974,-0.0196,0.0057,0.000623691,,0.04334,0.040744
20120222,-0.39,-0.38,-0.65,0,0.336973935,0.0009,0.0385,0.0514,0.0272,-0.014466842,0.000075,0.004402974,-0.0196,0.0057,0.000623691,,0.04334,0.040744
20120223,0.56,0.9,-0.07,0,0.336973935,0.0009,0.0385,0.0514,0.0272,-0.014466842,0.000075,0.004402974,-0.0196,0.0057,0.000623691,,0.04334,0.040744
20120224,0.15,-0.44,-0.65,0,0.336973935,0.0009,0.0385,0.0514,0.0272,-0.014466842,0.000075,0.004402974,-0.0196,0.0057,0.000623691,,0.04334,0.040744
20120227,0.14,-0.21,0.37,0,0.336973935,0.0009,0.0385,0.0514,0.0272,-0.014466842,0.000075,0.004402974,-0.0196,0.0057,0.000623691,,0.04334,0.040744
